,0,1,2,3
48,1.4019,0.125,0.2985162138938904,1
49,1.0,0.0,0.00022798776626586914,1
50,1.4019,0.128,1.6520490050315857,1
51,1.7429999999999999,0.154,0.0053550004959106445,1
52,1.4939,0.091,1.9848147630691528,1
53,1.6486,0.133,1.9238266944885254,1
54,1.6808,0.216,0.051206886768341064,1
55,1.6705,0.22,0.031229078769683838,1
56,1.7506,0.193,0.012312591075897217,1
57,1.4939,0.144,0.012793898582458496,1
58,1.0,0.0,0.07852602005004883,2
59,1.0,0.0,0.0011649727821350098,2
60,1.3612,0.106,1.9980467557907104,2
61,1.3182,0.15,1.7478539943695068,2
62,1.7506,0.135,1.986376941204071,2
63,1.34,0.082,1.6883342862129211,1
64,1.296,0.084,0.09311336278915405,2
65,1.6597,0.153,0.1894126534461975,1
66,1.8455,0.233,0.4513278603553772,1
67,1.8779,0.316,0.058278024196624756,2
68,1.3182,0.091,1.9954698085784912,1
69,1.0,0.0,1.9817991852760315,2
70,1.0,0.0,0.45195841789245605,1
71,1.4336,0.193,1.9766149520874023,2
72,1.296,0.109,1.5206376314163208,2
73,1.7964,0.325,0.1286730170249939,2
74,1.7429999999999999,0.169,0.4148099422454834,2
75,1.2732,0.08,0.006497204303741455,2
76,1.0,0.0,1.5513479709625244,2
77,1.0,0.0,0.0013143420219421387,1
78,1.6597,0.124,0.0022000670433044434,2
79,1.6597,0.124,0.0022000670433044434,1
80,1.5267,0.15,0.04260510206222534,2
81,1.0,0.0,1.8037210702896118,2
82,1.0,0.0,1.9978386759757996,2
83,1.4939,0.158,1.994676113128662,1
84,1.3034,0.071,1.9981010556221008,1
85,0.47330000000000005,0.0,0.05807137489318848,2
86,1.3626,0.118,0.00032806396484375,1
87,1.3804,0.132,1.9954251646995544,1
88,1.0,0.0,0.07453674077987671,1
89,1.2732,0.13,0.38340169191360474,1
90,1.7579,0.283,1.9971356391906738,1
91,1.0,0.0,1.994688868522644,1
92,1.4404,0.079,1.8408803343772888,1
93,1.4404,0.1,0.05176299810409546,1
94,1.6124,0.152,1.5279951691627502,1
95,1.4404,0.108,0.12727946043014526,1
96,1.3182,0.078,0.03909856081008911,1
97,1.2732,0.075,1.713829755783081,1
98,1.0,0.0,1.5858358144760132,1
99,1.7227000000000001,0.252,1.9939077496528625,1
100,1.7506,0.252,1.877592384815216,1
101,1.2732,0.16,1.8759865760803223,1
102,1.2732,0.149,0.13887375593185425,1
103,1.0,0.0,1.7335845232009888,1
104,1.3818,0.167,1.9917818307876587,1
105,1.4404,0.104,0.2515460252761841,1
106,1.0,0.0,0.0068086981773376465,1
107,1.4404,0.153,1.5006886720657349,1
108,1.2732,0.084,0.15631145238876343,1
109,1.0,0.0,0.2076568603515625,1
110,1.0,0.0,0.1674690842628479,2
111,1.0,0.0,1.9817657470703125,1
112,1.2732,0.139,1.6351351141929626,1
113,1.0772,0.056,0.33880364894866943,1
114,1.0,0.0,0.4847981929779053,1
115,1.4404,0.086,0.020612239837646484,1
116,1.6124,0.312,1.9571637511253357,1
117,1.6124,0.455,1.8475276231765747,1
118,1.4404,0.153,1.5959882140159607,1
119,1.4404,0.162,0.4615175127983093,1
120,1.4404,0.225,1.7083012461662292,1
121,1.3182,0.073,0.03198641538619995,1
122,1.0,0.0,1.9036950469017029,1
123,1.5994000000000002,0.164,1.511855661869049,1
124,1.0,0.0,1.9815840125083923,1
125,1.0,0.0,1.8862234354019165,1
126,1.0,0.0,0.0590706467628479,1
127,1.1027,0.04,1.5862944722175598,1
128,1.4404,0.153,0.48451942205429077,1
129,1.3182,0.173,0.014552950859069824,1
130,1.5718999999999999,0.164,0.4888322949409485,1
131,1.6369,0.189,0.058138132095336914,1
132,1.2732,0.084,1.9854522347450256,1
133,1.0,0.0,0.47176653146743774,1
134,1.4404,0.244,1.7446609735488892,1
135,1.0,0.0,1.9883297681808472,1
136,1.5574,0.187,1.997281789779663,1
137,1.3182,0.099,1.9962342381477356,1
138,1.4404,0.075,0.03563600778579712,1
139,1.0,0.0,1.9984413981437683,2
140,1.34,0.103,0.025017738342285156,1
141,1.1591,0.102,1.9602428376674652,1
142,1.4404,0.094,0.10971790552139282,1
143,1.6124,0.217,0.1306372880935669,1
144,1.0,0.0,0.045338988304138184,1
145,1.3818,0.133,0.3634886145591736,1
146,1.0,0.0,1.9980993866920471,1
147,1.0,0.0,0.01999509334564209,1
148,1.7096,0.197,1.9922770261764526,1
149,1.0,0.0,1.833836019039154,1
150,1.0,0.0,0.000636756420135498,1
151,1.3182,0.108,0.04111665487289429,1
152,1.34,0.194,0.23950141668319702,1
153,1.0,0.0,1.963674008846283,1
154,1.5657,0.341,1.5989055037498474,1
155,1.3182,0.187,0.004939615726470947,1
156,1.4404,0.139,0.0010501742362976074,1
157,1.0,0.0,0.013705432415008545,1
158,1.6597,0.314,0.3329762816429138,1
159,1.0,0.0,1.996870219707489,2
160,1.5574,0.177,1.998994767665863,1
161,1.7506,0.252,1.920247495174408,1
162,1.7506,0.252,1.9137052297592163,1
163,1.7506,0.28,1.9590134620666504,1
164,1.7506,0.28,1.9325796365737915,1
165,1.7506,0.261,1.817370593547821,1
166,1.7506,0.243,1.9315254092216492,1
167,1.7506,0.243,1.9215189218521118,1
168,1.7506,0.243,1.8958226442337036,1
169,1.7506,0.243,1.9058056473731995,1
170,1.7506,0.243,1.9182024002075195,1
171,1.7506,0.252,1.9579156041145325,1
172,1.7506,0.252,1.6869388818740845,1
173,1.7506,0.252,1.827724575996399,1
174,1.7506,0.252,1.8864046931266785,1
175,1.7506,0.252,1.839983344078064,1
176,1.0,0.0,1.8329134583473206,1
177,1.2732,0.344,1.9403926134109497,1
178,1.4404,0.209,1.981655776500702,1
179,1.0,0.0,0.00408095121383667,1
180,1.296,0.167,0.00027102231979370117,1
181,1.296,0.167,0.00036537647247314453,1
182,1.296,0.167,0.00030732154846191406,1
183,1.296,0.167,0.00031697750091552734,1
184,1.0,0.0,0.002583026885986328,1
185,1.0,0.0,0.020127952098846436,1
186,1.0,0.0,0.001841127872467041,2
187,1.0,0.0,0.00692671537399292,1
188,1.0,0.0,0.00010526180267333984,1
189,1.0,0.0,0.2296450138092041,1
190,1.4404,0.068,1.5261033773422241,1
191,1.0,0.0,0.03700512647628784,1
192,1.7269,0.156,1.8702523708343506,1
193,1.4404,0.079,0.0038573145866394043,1
194,1.4404,0.069,0.3224037289619446,1
195,1.4588,0.129,0.030809402465820312,1
196,1.5574,0.122,0.004789531230926514,1
197,1.4404,0.083,0.002904534339904785,1
198,1.4404,0.091,0.17564034461975098,1
199,1.4767000000000001,0.102,0.0011121630668640137,1
200,1.4404,0.079,1.7331752181053162,1
201,1.6907999999999999,0.218,0.15004491806030273,1
202,1.4404,0.172,0.0027381181716918945,1
203,1.3182,0.087,1.9965292811393738,1
204,1.4404,0.116,0.03536254167556763,1
205,1.3182,0.099,0.07880270481109619,1
206,1.0,0.0,0.05440860986709595,1
207,1.3818,0.191,0.21356278657913208,1
208,1.296,0.087,1.7325928807258606,1
209,1.3818,0.098,0.13996654748916626,1
210,1.0,0.0,0.3386489748954773,2
211,1.0,0.0,1.9424182176589966,1
212,1.0772,0.065,0.040716707706451416,1
213,1.6249,0.212,0.15015846490859985,1
214,1.6249,0.221,0.17635101079940796,1
215,1.4404,0.127,0.03637886047363281,1
216,1.4404,0.153,0.03379416465759277,1
217,1.4404,0.116,0.23476505279541016,1
218,1.4404,0.127,0.04752469062805176,1
219,1.5718999999999999,0.198,0.3293389678001404,1
220,1.5718999999999999,0.207,0.22681164741516113,1
221,1.0,0.0,0.46753668785095215,2
222,1.296,0.167,0.29269635677337646,1
223,1.0,0.0,0.0063901543617248535,2
224,1.3182,0.069,1.803394854068756,1
225,1.0,0.0,1.872653067111969,1
226,1.0,0.0,0.02171623706817627,1
227,1.5574,0.126,0.29870492219924927,1
228,1.5574,0.133,0.21395069360733032,1
229,1.4404,0.083,0.25733423233032227,1
230,1.5574,0.116,0.30391401052474976,1
231,1.4404,0.071,0.10630589723587036,1
232,1.3182,0.133,0.08650797605514526,1
233,1.0,0.0,1.941633403301239,2
234,1.0,0.0,1.9986007809638977,1
235,1.6249,0.267,1.6897793412208557,1
236,1.4588,0.188,1.818698763847351,1
237,1.4588,0.214,0.25280654430389404,1
238,1.0,0.0,0.004585385322570801,1
239,1.0,0.0,1.742406964302063,1
240,1.0,0.0,1.8826777935028076,1
241,1.4404,0.086,0.015232384204864502,1
242,1.4404,0.225,0.42513370513916016,1
243,1.4404,0.244,0.07601523399353027,1
244,1.4404,0.153,0.40644729137420654,1
245,1.4404,0.162,1.9367707967758179,1
246,1.4404,0.153,1.6957553625106812,1
247,1.4404,0.153,1.7172284722328186,1
248,1.4404,0.195,1.7265825867652893,1
249,1.4404,0.153,1.5016120672225952,1
250,1.4404,0.225,0.23083460330963135,1
251,1.4404,0.225,0.22155249118804932,1
252,1.4404,0.153,0.48894405364990234,1
253,1.4404,0.225,1.8900354504585266,1
254,1.4404,0.293,1.981806993484497,1
255,1.4404,0.146,1.9575148820877075,1
256,1.4404,0.225,1.7598880529403687,1
257,1.4404,0.225,1.5889034867286682,1
258,1.4404,0.209,1.9912376999855042,1
259,1.6369,0.178,0.3015918731689453,1
260,1.0,0.0,0.10026615858078003,1
261,1.6124,0.385,1.7642062306404114,1
262,1.0,0.0,0.2044079303741455,1
263,1.0,0.0,0.48509150743484497,1
264,1.0,0.0,1.999592363834381,1
265,1.4404,0.153,0.014801561832427979,1
266,1.4404,0.162,1.5435965657234192,1
267,1.4404,0.195,0.09357237815856934,1
268,1.4404,0.225,1.5845081806182861,1
269,1.6124,0.217,1.7586313486099243,1
270,1.4588,0.235,0.013511240482330322,1
271,1.4404,0.139,0.20305126905441284,1
272,1.4404,0.195,0.17551028728485107,1
273,1.4404,0.172,0.28294771909713745,1
274,1.0,0.0,1.9228376150131226,1
275,1.0,0.0,0.08911693096160889,1
276,1.0,0.0,1.8587703704833984,1
277,1.0,0.0,1.9997288584709167,1
278,1.5267,0.124,1.9624157547950745,1
279,1.6369,0.512,1.8813324570655823,1
280,1.0,0.0,0.053436338901519775,1
281,1.4404,0.108,0.011598646640777588,1
282,0.872,0.0,0.23479938507080078,1
283,1.3818,0.094,0.3578023314476013,1
284,1.3182,0.161,1.837664544582367,1
285,1.5574,0.338,1.9967135190963745,1
286,1.3182,0.161,0.11961930990219116,1
287,1.0,0.0,0.27285903692245483,1
288,1.3182,0.161,0.00524449348449707,1
289,1.0258,0.058,0.004612386226654053,1
290,1.0,0.0,1.8417943716049194,1
291,1.0,0.0,0.03916501998901367,1
292,1.2732,0.13,0.039628803730010986,1
293,1.5718999999999999,0.227,1.5634886622428894,1
294,1.296,0.066,0.003809213638305664,1
295,0.3751,0.0,0.426344633102417,2
296,1.6597,0.197,0.0819159746170044,1
297,1.4404,0.075,0.010804533958435059,1
298,1.3182,0.126,1.743802011013031,1
299,1.6124,0.25,0.3744794726371765,1
300,1.0,0.0,0.0027382373809814453,1
301,1.0,0.0,0.009387493133544922,1
302,1.3182,0.103,1.9979457259178162,1
303,1.5423,0.257,0.19142866134643555,1
304,1.1531,0.107,0.23711931705474854,1
305,1.1280000000000001,0.067,1.9975722432136536,1
306,1.1779,0.061,1.9922266006469727,1
307,1.0,0.0,1.9092563390731812,1
308,1.0,0.0,0.07041436433792114,1
309,1.0,0.0,1.9899733066558838,2
310,1.3182,0.15,1.9963988065719604,1
311,1.3182,0.091,1.99065101146698,1
312,1.3182,0.126,1.946117103099823,1
313,1.0,0.0,1.9979349374771118,1
314,1.0,0.0,1.9943645000457764,1
315,1.2732,0.139,1.990908443927765,1
316,1.3818,0.098,1.989272117614746,1
317,1.4588,0.091,1.995812475681305,1
318,1.4404,0.097,0.14479154348373413,1
319,1.1779,0.078,1.9969013929367065,2
320,1.0,0.0,1.9987552165985107,1
321,1.4019,0.163,0.041188180446624756,1
322,1.0,0.0,0.07862740755081177,1
323,1.0,0.0,0.16333633661270142,1
324,1.7227000000000001,0.318,1.9905343055725098,1
325,1.5423,0.243,0.30184507369995117,1
326,1.296,0.18,0.01777559518814087,1
327,1.0,0.0,0.00368422269821167,1
328,1.0,0.0,0.06098043918609619,1
329,1.0,0.0,0.00017601251602172852,1
330,1.0,0.0,1.9613403677940369,1
331,1.4404,0.075,0.01354604959487915,1
332,1.4404,0.097,0.21453744173049927,1
333,1.4404,0.081,1.9092788100242615,1
334,1.0,0.0,0.16436433792114258,1
335,1.4939,0.082,1.9823158383369446,1
336,1.4939,0.088,1.9956515431404114,1
337,1.0,0.0,0.3559427857398987,1
338,1.1531,0.127,1.9923130869865417,1
339,1.0,0.0,0.04001361131668091,1
340,1.2732,0.087,0.08370864391326904,1
341,1.0,0.0,0.3558254837989807,1
342,1.4404,0.172,0.40457212924957275,1
343,1.0,0.0,1.6915945410728455,1
344,1.0,0.0,0.036060869693756104,1
345,1.1779,0.045,1.7412704825401306,1
346,1.3182,0.161,0.09435045719146729,1
347,1.0,0.0,1.632098376750946,1
348,0.8469,0.0,0.03184419870376587,1
349,1.296,0.155,0.4739553928375244,1
350,1.3818,0.091,1.9996086955070496,1
351,1.3182,0.161,0.023430943489074707,1
352,1.05135,0.021,0.9459015727043152,1
353,1.5423,0.273,0.36864155530929565,1
354,1.6808,0.28,1.957768201828003,2
355,1.6124,0.25,1.9316627979278564,1
356,1.4404,0.293,1.9742732048034668,1
357,1.4404,0.225,1.9687443375587463,1
358,1.4404,0.209,1.9566527605056763,1
359,1.3182,0.087,0.0009845495223999023,1
360,1.6124,0.312,0.05583685636520386,1
361,1.6249,0.389,1.8966438174247742,1
362,1.0,0.0,0.1186063289642334,1
363,1.0,0.0,0.07203167676925659,1
364,1.0,0.0,1.6277530193328857,1
365,1.0,0.0,0.01662278175354004,1
366,1.0,0.0,1.9157178401947021,1
367,1.3818,0.206,1.752801775932312,1
368,1.5423,0.429,1.8506004214286804,1
369,1.4404,0.244,0.013941824436187744,1
370,1.6705,0.297,1.998880684375763,1
371,1.0,0.0,1.994428277015686,1
372,1.0,0.0,1.9992438554763794,1
373,1.5423,0.36,1.9951748251914978,1
374,1.0,0.0,0.01519101858139038,1
375,1.3182,0.103,0.11549729108810425,1
376,1.3182,0.119,0.293220579624176,1
377,1.296,0.091,0.018792033195495605,1
378,1.0,0.0,1.882135808467865,1
379,1.3818,0.081,1.7800859808921814,1
380,1.4404,0.195,0.3052096962928772,1
381,1.4939,0.16,1.72256737947464,1
382,1.3818,0.115,0.15328824520111084,1
383,1.6124,0.227,1.7570790648460388,1
384,1.6124,0.278,1.6096283793449402,1
385,1.0,0.0,1.981899619102478,1
386,1.5423,0.29,1.8942568898200989,1
387,1.4215,0.109,1.9994609951972961,1
388,1.0,0.0,1.5512174367904663,1
389,1.0,0.0,1.6949166059494019,1
390,1.0,0.0,1.8010427951812744,1
391,1.2732,0.07,1.9704554080963135,1
392,1.0,0.0,1.8398756384849548,2
393,1.802,0.167,0.0011749863624572754,2
394,1.2732,0.068,1.994038462638855,2
395,1.0,0.0,0.0034826993942260742,2
396,1.4215,0.083,1.9737561345100403,2
397,1.2263,0.056,0.1841731071472168,2
398,1.5574,0.18,1.6593290567398071,1
399,1.5718999999999999,0.158,1.5620425939559937,2
400,1.3182,0.223,0.07565170526504517,2
401,1.0,0.0,1.9952000379562378,2
402,1.4939,0.086,0.28866350650787354,1
403,1.4939,0.11,0.27877652645111084,2
404,1.0,0.0,1.875206172466278,1
405,1.34,0.079,1.998745083808899,2
406,1.0,0.0,1.9606846570968628,2
407,1.802,0.223,1.9990332126617432,2
408,1.3182,0.161,1.993502676486969,1
409,1.5574,0.155,1.9903236627578735,1
410,1.0,0.0,1.800186038017273,2
411,1.0,0.0,0.004962503910064697,2
412,1.3182,0.161,0.09936779737472534,2
413,1.28595,0.09,1.107040286064148,2
414,1.4019,0.137,1.9959524869918823,2
415,1.4019,0.114,0.00038063526153564453,0
416,1.0,0.0,1.9993423819541931,2
417,1.34,0.072,1.9932987689971924,2
418,1.0,0.0,1.9922863245010376,2
419,1.0,0.0,1.996760070323944,2
420,1.1806,0.064,1.8420510292053223,2
421,1.0,0.0,0.3967204689979553,0
422,1.0,0.0,1.544944405555725,2
423,1.0,0.0,1.5214288234710693,0
424,1.3182,0.133,1.988364815711975,2
425,1.4939,0.103,1.7917559146881104,1
426,1.6597,0.153,0.19990813732147217,1
427,1.0,0.0,0.007376432418823242,2
428,1.4939,0.065,0.48808443546295166,1
429,1.4939,0.198,1.6066890954971313,1
430,1.3679999999999999,0.108,1.997108280658722,2
431,1.2732,0.095,0.16255784034729004,2
432,1.0,0.0,1.8070601224899292,2
433,1.2732,0.08,0.006544768810272217,1
434,1.7003,0.253,1.956164300441742,2
435,1.3182,0.113,1.7334961295127869,1
436,1.0,0.0,1.9968848824501038,2
437,1.0,0.0,1.8894286155700684,2
438,1.0,0.0,1.859351933002472,1
439,1.2732,0.065,0.19516980648040771,2
440,1.4404,0.108,1.883771300315857,2
441,1.0,0.0,1.966061294078827,1
442,1.5994000000000002,0.164,1.5862163305282593,1
443,1.4466,0.147,1.6437305212020874,2
444,1.7003,0.362,1.5733523964881897,2
445,1.296,0.087,0.09765022993087769,2
446,1.4939,0.151,0.30465638637542725,1
447,1.0,0.0,1.9982553124427795,2
448,1.0,0.0,0.08792483806610107,2
449,1.4939,0.122,0.4551088213920593,2
450,1.4939,0.099,0.018560349941253662,1
451,1.2732,0.189,1.983483076095581,1
452,1.0,0.0,0.2690861225128174,2
453,1.0,0.0,1.9909763932228088,2
454,1.34,0.211,0.1456376314163208,2
455,1.0,0.0,1.7275496125221252,1
456,1.4939,0.158,0.24919575452804565,2
457,1.0,0.0,0.0010709166526794434,1
458,1.0,0.0,0.004222750663757324,1
459,1.2997,0.1025,0.31677526235580444,2
460,1.5994000000000002,0.349,1.9717588424682617,2
461,1.4939,0.099,1.969379961490631,1
462,0.38339999999999996,0.0,0.0020045042037963867,1
463,1.4939,0.082,1.5650339126586914,1
464,1.0,0.0,1.7725161910057068,2
465,1.0,0.0,1.9167288541793823,2
466,1.0,0.0,1.9962978959083557,1
467,1.0,0.0,0.3096124529838562,1
468,1.0,0.0,1.9963854551315308,2
469,1.4588,0.15,1.9975239634513855,2
470,1.5423,0.22,1.8507137894630432,2
471,1.0,0.0,0.00818246603012085,2
472,1.4215,0.257,0.1001695990562439,2
473,1.296,0.099,0.05485188961029053,1
474,1.6187,0.129,1.8207187056541443,2
475,0.6599999999999999,0.0,1.9999104738235474,2
476,1.0,0.0,1.9986661672592163,2
477,1.0,0.0,1.9099551439285278,1
478,1.0,0.0,1.8794300556182861,2
479,1.0,0.0,1.9770104885101318,2
480,1.0,0.0,1.9988804459571838,2
481,1.0,0.0,1.6146311163902283,2
482,1.5423,0.36,1.9699420928955078,2
483,1.5423,0.36,1.962941825389862,2
484,1.0,0.0,1.732899785041809,1
485,1.2732,0.095,0.31793636083602905,1
486,1.296,0.155,0.0028347373008728027,1
487,1.0,0.0,1.9610936641693115,1
488,1.0,0.0,0.0020104646682739258,2
489,1.0,0.0,0.020154058933258057,1
490,1.0,0.0,0.004399538040161133,2
491,1.3182,0.126,1.9583848118782043,2
492,1.0,0.0,0.016619205474853516,1
493,1.0,0.0,0.06848752498626709,2
494,1.0,0.0,0.023822784423828125,2
495,1.0,0.0,1.9992485642433167,1
496,1.4404,0.153,1.995101511478424,2
497,1.3818,0.094,0.04711878299713135,1
498,1.3744,0.114,1.5049229860305786,1
499,1.0,0.0,0.014137983322143555,2
500,1.0772,0.058,0.04892921447753906,0
501,1.0,0.0,1.9904730916023254,2
502,1.0,0.0,1.9997884631156921,2
503,1.4939,0.176,1.628984808921814,2
504,1.0,0.0,1.969131588935852,2
505,1.6597,0.197,1.984344244003296,1
506,1.5718999999999999,0.198,1.9823586344718933,2
507,1.0,0.0,0.00029414892196655273,2
508,1.0,0.0,0.2332063913345337,2
509,1.0,0.0,1.9945449829101562,2
510,1.3182,0.126,1.9928551316261292,1
511,1.4939,0.176,0.028381526470184326,2
512,1.0,0.0,1.9928326606750488,2
513,1.5423,0.231,1.5842199325561523,2
514,1.5423,0.191,1.612124264240265,2
515,1.5423,0.148,1.9678112864494324,2
516,1.5423,0.273,1.9506017565727234,2
517,1.5106000000000002,0.15,0.03076004981994629,1
518,1.3182,0.113,1.9965576529502869,1
519,1.0,0.0,1.9932658672332764,1
520,1.6369,0.302,1.9323852062225342,1
521,1.0,0.0,1.9494792222976685,2
522,1.0,0.0,1.619838535785675,2
523,1.3818,0.206,1.8495882153511047,2
524,1.1280000000000001,0.045,0.032694220542907715,2
525,1.1027,0.123,0.23974108695983887,2
526,1.5423,0.36,1.8107901215553284,1
527,1.5423,0.36,1.7986828684806824,1
528,1.0,0.0,0.1686076521873474,1
529,1.0,0.0,0.11063653230667114,2
530,1.0,0.0,1.9835362434387207,2
531,1.0,0.0,0.075900137424469,2
532,1.4939,0.065,1.9663528800010681,2
533,1.6486,0.164,0.24467968940734863,2
534,1.0,0.0,1.9992005228996277,2
535,1.5859,0.137,1.9959320425987244,1
536,1.5106000000000002,0.202,1.9493732452392578,2
537,1.0,0.0,1.9991070628166199,2
538,1.296,0.121,0.05840224027633667,1
539,0.5785,0.0,0.10314792394638062,0
540,1.3818,0.091,1.994457721710205,2
541,1.4404,0.225,1.7568382024765015,1
542,1.0,0.0,0.001066744327545166,0
543,1.0,0.0,0.0014054179191589355,0
544,0.6388,0.166,0.04400622844696045,0
545,1.7783,0.246,1.9996248483657837,1
546,1.5574,0.213,1.8585750460624695,1
547,1.8316,0.317,1.9597371220588684,1
548,1.7351,0.228,0.03674304485321045,1
549,1.296,0.058,0.006012082099914551,1
550,1.296,0.058,0.00875699520111084,1
551,1.7184,0.182,1.942778468132019,1
552,1.0,0.0,1.9965201616287231,1
553,1.0,0.0,1.9990684390068054,1
554,1.4404,0.104,1.9173853397369385,1
555,1.2732,0.072,0.04308658838272095,1
556,1.7506,0.176,1.986614167690277,1
557,1.8225,0.312,1.8918954133987427,1
558,1.5574,0.116,1.8730040788650513,1
559,1.4404,0.139,1.9748725891113281,1
560,1.3182,0.067,1.9840235710144043,1
561,1.7003,0.367,0.1773654818534851,1
562,1.4939,0.096,1.9985141158103943,1
563,1.4939,0.211,1.798907995223999,1
564,1.7351,0.383,1.9902673363685608,1
565,1.5106000000000002,0.163,1.777096688747406,1
566,1.3818,0.14,1.9943906664848328,1
567,1.6907999999999999,0.251,1.7770735025405884,1
568,1.4404,0.116,1.9857821464538574,1
569,1.1779,0.086,1.9994305968284607,2
570,1.875,0.444,1.86528480052948,2
571,1.875,0.462,1.9342570304870605,2
572,1.0772,0.04,1.9988272786140442,2
573,1.4939,0.126,1.982514202594757,2
574,1.6124,0.143,0.00021976232528686523,2
575,1.6907999999999999,0.206,1.9657766222953796,1
576,1.0,0.0,1.9958707690238953,2
577,1.0,0.0,0.018441736698150635,1
578,1.33165,0.111,0.7714432775974274,2
579,1.2263,0.192,1.9394407272338867,2
580,1.0,0.0,1.9930150508880615,1
581,1.0,0.0,1.898268699645996,1
582,1.296,0.078,0.22694677114486694,2
583,1.0,0.0,1.9970853924751282,1
584,1.7684,0.232,1.984478235244751,1
585,1.34,0.091,0.23268228769302368,1
586,1.6124,0.208,1.9973974227905273,1
587,1.0,0.0,1.9976744055747986,1
588,1.2263,0.051,1.617306649684906,1
589,1.5718999999999999,0.093,1.983442485332489,1
590,1.6597,0.31,1.9865846037864685,1
591,1.7184,0.158,0.006585240364074707,1
592,1.6249,0.21,0.22853714227676392,1
593,1.6597,0.221,1.9989545345306396,2
594,1.296,0.216,0.06660974025726318,1
595,1.3182,0.103,1.845747709274292,1
596,1.0,0.0,0.07781141996383667,1
597,1.6124,0.227,1.9868339896202087,1
598,1.3818,0.102,1.987535536289215,1
599,1.6597,0.375,1.9985931515693665,1
600,1.6369,0.302,1.9888736009597778,1
601,1.7429999999999999,0.289,0.11882776021957397,1
602,1.5267,0.132,1.9288471341133118,1
603,1.8271,0.383,0.24141579866409302,1
604,1.7845,0.418,1.9942769408226013,1
605,1.296,0.075,0.0025170445442199707,1
606,1.5718999999999999,0.139,1.9458061456680298,1
607,1.7184,0.231,1.9975257515907288,1
608,1.296,0.087,1.998862385749817,1
609,1.4939,0.118,1.9992074370384216,1
610,1.4939,0.222,1.5796360969543457,1
611,1.5718999999999999,0.186,1.9862418174743652,1
612,1.7096,0.165,0.34587717056274414,1
613,1.0,0.0,1.9458849430084229,1
614,1.296,0.084,1.5387641787528992,1
615,1.4767000000000001,0.108,1.9991759657859802,2
616,1.0,0.0,1.9955785870552063,2
617,1.8316,0.253,1.999912977218628,1
618,1.0,0.0,1.9707652926445007,1
619,1.34,0.098,1.9941679239273071,2
620,1.8225,0.235,1.9987956285476685,1
621,1.0,0.0,1.9806010127067566,2
622,1.7429999999999999,0.219,1.989513099193573,2
623,1.3182,0.277,1.9799683094024658,2
624,1.5994000000000002,0.224,1.9993807077407837,2
625,1.5574,0.231,1.9981812238693237,1
626,1.0,0.0,1.9987892508506775,1
627,1.4588,0.121,0.36014068126678467,1
628,1.6249,0.151,1.9944589138031006,2
629,1.4588,0.114,1.8268974423408508,2
630,1.0,0.0,1.7141098380088806,1
631,1.4939,0.091,0.05801260471343994,1
632,1.4215,0.203,1.999691367149353,1
633,1.0,0.0,0.3977131247520447,2
634,1.5859,0.183,1.999534010887146,1
635,0.7737,0.0,1.9972731471061707,2
636,1.296,0.104,1.9847868084907532,1
637,1.0,0.0,0.36499738693237305,2
638,0.7268,0.095,0.004638850688934326,1
639,1.1779,0.091,1.9653671383857727,1
640,0.6818,0.0,0.001236557960510254,1
